index,prompt,text_a,text_b,preferred_text
0,76a0794264bcf8d75173793bedebe0ac624989bed5af39556aeb7f5ee0349d01,6f3388304aaf443f14575e1ed76aad444b8b78c5c5cc0f54af253e7231747659,28f83daed8b08ab52a4610edcc469e85f1fa8b6a38b5ca4de2a4ff6bbc808007,text_b
1,f1dd229fb43599f14e6de52e61bdb0350460e3fa5ad167990c81b65e99c1c10e,c3180351ccda8aebfc109373e6628de703e5229db7695ae9a4bb5034b0eafdc9,305b0df2eee4dac566c06559467261681bd79b48394ce29546dba9dc5fe0daff,text_a
2,f058cd16d47caad9f9c0396bdfba548f7d36ead6bacb1551245556e662ee4ade,b01c7327e793103853a3906b08e0c67fe1779923afbe5041a926c2c9e8f288e0,136f3b796d9545057299bb042f9c8e47b143375f48c31d1f2cb71a914370dbc0,text_b
3,a04b7887a6e73aca9126fd3137d2893c9b95898b297b51378874643c54179f15,87a7f19cf1ea2aff761d9d9c3410589db205b7b79763457a6e2b926e973ea4e3,46d6f39dbb528c10b4c1e3c278c1575b1ed4bf89453596bac9f01cf3ccec5740,text_b
4,07f5640d7b3850f4b72d02debb973836b1eb2ef077f0cc95b284d032c7c7b080,1e8c5560628634e85f1f9d6d27fc70f0085993f9df007c4381ce2ce1c10c5da2,261e90a0c0f3ece80925793d66826b249dffa6b11d6bddde9ae9fd185e167d7b,text_b
5,53debf5c27efe9bb8d1441400b4239e6091cb778de707ea0023f6d09e163779f,b2f347012cafd684e948530b4ad5fe67d8b8c584c710a9fca8779b07b47d4aa3,5b08ee2a5c3a1f1096ee5e54bba1c15efce7f07087d7ce943a10c0b8637e021f,text_a
6,8f757ca79ca4b74e4a02076bec69a7d3ae61817259ee438762baabbb34cabadf,ca64f61b1f4225e23b82d861ec2b8cb05373139e8f020e370e4e6bd4432155e4,459de2ad6499193ed0c4c49d41d8c93d6b65ed9c138fa54681cc0ea48074b34e,text_a
7,c61902a927ac670354dd6138ea50f3a02ed2eeb0802d0d8fd3642e26af488dbd,b0168c9c97e9b5707535293a48d7eee4152990dc0c6c5a99fa91b4239dd59d9c,0e678e6cc34179cedcb8f21e0724c9b9efa5ed482d1810a4ea2947a5cffbb363,text_b
8,03bc8075b3739d30bd74069f7a062256972e934780cc25fbcb1c5d326b092f1b,d8ac698a112272728d943f54ab701d288a22e4c72421c3803a723962a3c5d520,70174462a9a6ee8b62e2f24b5b6ec0b96110e1734360b568bbefbaabd8aa38a4,text_a
9,a69fa3a7d6fe38f3a12926a97a0bf89bc9a9cb1a64beca3d187b3e611f59385f,8104beb2a69d22e22c3c671da9f95d5fb286f5ba27c4607c2e21ee255e83aee9,d983ae6a4d2fd62756003cd86b7ffa0a49e389ad8ac21286339884f7e6857e6f,text_a
10,8963d85d46ff2c941c6ed3b1aa7d2821157ccc28aca7eba6cae51e162bae2054,66db69bf7253805ee64faced0b1ea6911c5b92d499b2b075f15a5b5104b01e3e,6745f7f03d8f81b1acce4ca080babdc188a6edec5240a36de2f673d60566e138,text_b
11,55110df9b771e8b36cb7f8da9643807c225f15622d7f67238e475dfc74bcec5d,bd19d311237756c8d994d0920eca005d0045c5bc412a5b49a70cd5449ab4450d,060f35c5d6d3b12f2369b977d13af96209d4d7fd7e557f94923e15cc930a3023,text_a
12,5a5f9741b086ec767cc4b16fc36c97202656f6b64d2b0ab8da2aa1426bab1dcb,96a709e3ed9c20953a8d53e73811e5b01a4940f20c9f0c2834663e6e858f3d02,4a862e12af1a9872cadbce043a724da8acc52312b6a564e94d410b74d030954a,text_b
13,eb7137cf28d2c603b88dc9c1bba4581b72c2a87f91f69974428f87c85da0b82e,6efafe9099ce6a83659e0773dc3b04ce40d63caa2fe81ea255333b6cc484e7ac,72a62364dc41ce062732fce163af8c367576b466aeabcbbcd5ddfa8f14cb849b,text_a
14,c155d45b8d701e4064530b43924ee4cdff6a0dbd6225567765251d583c7ddd2d,4f398e74af2d273c9fe6dc01f812c61f496a94aa4d90b2509d9d9976702d673a,b3037e376181c44b08f0ef6e88170ef8ccf62bf26ce9ce9c28a9321c40cccbb4,text_b
15,ef021832e434b16c1c8b63d429cc8b45095a115c649456330bcceedaf0324c2d,9b2ef28a4be8c6f37b56342f89efab1671bc40fd25f723d369053288a61d3d92,45bb71fa5d865e12a38077d65ba242d628931f9dd274e4223278f8b47ea89535,text_b
16,0641ae96b1ad8fbc29bd299ed0d054405eaf57e4eb6fe6e6e29ed20cf534d318,a80563076b74ae91fd4a72cce5cd5fa8586a776945a9fd569382c23b5b995c3a,e9643e405bb9f57671815147c97092e46bf1fad871f310665062970a7ce4b41d,text_a
17,33e1fbb2a4c8e2ea0769f314e6f5783847cce0f02ab8dbab1896c34dd710e34b,f3d5b47c87891f09998be748f40622c02a596238d5670fb970f9e7bb14d48d1d,b4037d1ec34e8e1a6dbb7cc2bccc083ab5490522cd67218ad5c70beca15c7e2b,text_b
18,2716c1392d2bf620294a763bebe8aff363a96ee9ef9b900bb6addd10557afcda,9c02da58625bba4bb8025ae11547066a79d6e34ac74df3ba9745972ac796b88c,5bcbbbeb950c5093852a192b9376813d1ef18ecb9ccff2c933bfc1e0b8227d14,text_a
19,751b1af458f13e1d59ce0bab923a67731ff6d81f6f50d12c98591fc335c948f3,e345de17c4d02812cac9ebb9cfa5218b2904b5ea955c7b51fa527e78c3359d40,10ba1b1d752215456fb4cb641c43925a3ef5afc028095a7e41cbcf1e800552ca,text_b
